date, pm25, pm10, o3, no2, so2, co
2023/1/14, 117, 20, 19, 9, 2, 6
2023/1/15, 74, 24, 24, 5, 2, 2
2023/1/16, 52, 45, 25, 7, 2, 2
2023/1/17, 89, 59, 26, 12, 3, 3
2023/1/18, 139, 64, 38, 15, 3, 4
2023/1/19, 147, 65, 38, 14, 4, 3
2023/1/20, 147, 68, 22, 11, 3, 6
2023/1/21, 158, 100, 21, 12, 6, 7
2023/1/22, 182, 145, 20, 7, 5, 7
2023/1/23, 235, 97, 25, 5, 2, 7
2023/1/24, 185, 96, 36, 3, 3, 6
2023/1/25, 141, 62, 38, 3, 3, 5
2023/1/26, 125, 56, 28, 5, 3, 5
2023/1/27, 142, 79, 39, 5, 3, 6
2023/1/28, 138, 79, 44, 12, 4, 6
2023/1/29, 137, 83, 42, 20, 4, 9
2023/1/30, 162, 66, 45, 13, 4, 9
2023/1/31, 143, 58, 44, 17, 5, 11
2023/2/1, 126, 78, 24, 22, 5, 10
2023/2/2, 174, 106, 21, 11, 5, 7
2023/2/3, 160, 64, 8, 10, 3, 8
2023/2/4, 146, , 3, 12, 3, 5
2023/2/5, 152, 80, 3, 15, 3, 8
2023/2/6, 178, 83, 4, 16, 2, 7
2023/2/7, 175, , 5, 16, 2, 6
2023/2/8, 171, 32, 5, 19, 3, 9
2023/2/9, 139, 15, 19, 13, 3, 8
2023/2/10, 89, 34, 9, 14, 2, 7
2023/2/11, 130, 22, 4, 15, 3, 7
2023/2/12, 72, 12, 8, 12, 2, 7
2023/2/13, 48, 15, 12, 9, 2, 8
2023/2/14, 53, 50, 19, 9, 2, 6
2023/2/15, 130, 51, 28, 14, 3, 7
2023/2/16, 132, 62, 21, 20, 3, 8
2023/2/17, 154, 68, 25, 25, 5, 10
2023/2/18, 154, 74, 14, 21, 7, 11
2023/2/19, 166, 77, 42, 11, 5, 7
2023/2/20, 161, 83, 53, 18, 5, 7
2023/2/21, 165, 68, 48, 14, 5, 5
2023/2/22, 148, 67, 16, 16, 4, 7
2023/2/23, 158, 62, 6, 14, 3, 8
2023/2/24, 158, 52, 30, 9, 3, 6
2023/2/25, 129, 49, 36, 8, 4, 5
2023/2/26, 133, 70, 52, 17, 4, 6
2023/2/27, 165, 56, 48, 21, 5, 5
2023/2/28, 117, 57, 27, 20, 6, 6
2023/3/1, 140, 64, 36, 18, 5, 5
2023/3/2, 173, 87, 65, 17, 5, 7
2023/3/3, 196, 94, 38, 15, 4, 9
2023/3/4, 183, 65, 49, 11, 2, 8
2023/3/5, 157, 66, 54, 22, 4, 11
2023/3/6, 134, 60, 57, 22, 4, 9
2023/3/7, 121, 70, 54, 25, 6, 11
2023/3/8, 152, 66, 27, 16, 2, 9
2023/3/9, 165, 54, 54, 13, 3, 8
2023/3/10, 142, 56, 49, 17, 4, 9
2023/3/11, 116, 50, 31, 14, 2, 7
2023/3/12, 155, 128, 36, 7, 2, 3
2023/3/13, 87, 114, 55, 10, 5, 4
2023/3/14, 117, 80, 55, 10, 4, 5
2023/3/15, 119, 61, 66, 11, 4, 6
2023/3/16, 122, 104, 19, 17, 3, 6
2023/3/17, 143, 16, 13, 8, 2, 4
2023/3/18, 78, 22, 13, 10, 2, 4
2023/3/19, 94, 10, 14, 12, 2, 5
2023/3/20, 39, 54, 4, 13, 2, 7
2023/3/21, 100, 28, 6, 13, 1, 7
2023/3/22, 87, 18, 11, 14, 2, 8
2023/3/23, 107, , 10, 15, 3, 9
2023/3/24, 132, 22, 19, 10, 2, 6
2023/3/25, 68, 55, 19, 11, 2, 5
2023/3/26, 108, 58, 32, 14, 2, 5
2023/3/27, 122, 62, 24, 20, 3, 7
2023/3/28, 150, 67, 30, 16, 3, 8
2023/3/29, 147, 62, 13, 19, 2, 7
2023/3/30, 156, 59, 29, 15, 3, 9
2023/3/31, 127, 46, 54, 16, 3, 10
2023/4/1, 98, 47, 63, 11, 3, 5
2022/10/2, 73, 19, 35, 3, 1, 3
2022/10/3, 51, 24, 46, 4, 2, 4
2022/10/4, 65, 61, 34, 8, 3, 6
2022/10/5, 98, 25, 8, 8, 2, 4
2022/10/6, 59, 9, 9, 8, 2, 4
2022/10/7, 27, 11, 11, 9, 1, 4
2022/10/8, 42, 27, 10, 12, 1, 4
2022/10/9, 67, 35, 25, 8, 1, 4
2022/10/10, 59, 34, 39, 9, 2, 2
2022/10/11, 60, 35, 49, 15, 3, 3
2022/10/12, 56, 43, 58, 17, 2, 4
2022/10/13, 80, 52, 80, 23, 3, 4
2022/10/14, 107, 57, 91, 18, 4, 5
2022/10/15, 118, 55, 96, 14, 5, 4
2022/10/16, 108, 59, 92, 13, 3, 4
2022/10/17, 134, 61, 84, 10, 2, 5
2022/10/18, 131, 58, 57, 10, 2, 4
2022/10/19, 101, 42, 53, 14, 3, 4
2022/10/20, 72, 48, 79, 20, 4, 6
2022/10/21, 100, 61, 100, 16, 4, 5
2022/10/22, 131, 61, 101, 13, 2, 5
2022/10/23, 145, 64, 104, 14, 2, 6
2022/10/24, 141, 62, 74, 13, 3, 6
2022/10/25, 129, 60, 69, 15, 4, 6
2022/10/26, 113, 59, 50, 14, 4, 5
2022/10/27, 118, 51, 23, 10, 1, 4
2022/10/28, 122, 52, 16, 12, 1, 4
2022/10/29, 147, 32, 15, 12, 1, 4
2022/10/30, 120, 57, 32, 12, 2, 4
2022/10/31, 153, 60, 62, 13, 2, 5
2022/11/1, 132, 54, 59, 12, 3, 5
2022/11/2, 112, 44, 54, 16, 3, 5
2022/11/3, 99, 50, 54, 14, 4, 5
2022/11/4, 113, 68, 60, 11, 3, 5
2022/11/5, 150, 67, 47, 11, 2, 5
2022/11/6, 157, 45, 47, 9, 3, 5
2022/11/7, 108, 41, 49, 10, 4, 5
2022/11/8, 100, 40, 54, 9, 4, 5
2022/11/9, 96, 39, 51, 9, 4, 4
2022/11/10, 101, 38, 48, 8, 6, 4
2022/11/11, 101, 28, 40, 7, 4, 4
2022/11/12, 72, 40, 46, 7, 5, 5
2022/11/13, 98, 42, 16, 9, 1, 3
2022/11/14, 66, 39, 9, 12, 2, 4
2022/11/15, 91, 28, 20, 11, 1, 4
2022/11/16, 93, 35, 9, 14, 1, 5
2022/11/17, 95, 41, 33, 11, 2, 5
2022/11/18, 120, 19, 12, 11, 2, 6
2022/11/19, 74, 65, 27, 11, 2, 7
2022/11/20, 165, 56, 30, 14, 2, 8
2022/11/21, 148, 44, 36, 10, 4, 7
2022/11/22, 118, 24, 14, 11, 1, 6
2022/11/23, 95, 49, 10, 14, , 7
2022/11/24, 128, 55, 16, 15, , 7
2022/11/25, 155, 52, 26, 15, 2, 9
2022/11/26, 152, 52, 19, 15, 2, 9
2022/11/27, 136, 22, 19, 10, 2, 7
2022/11/28, 57, 18, 16, 8, , 6
2022/11/29, 54, 29, 17, 10, 1, 6
2022/11/30, 62, 15, 16, 9, , 4
2022/12/1, 46, 29, 11, 11, 1, 4
2022/12/2, 68, 36, 10, 13, , 5
2022/12/3, 67, 34, 5, 17, 1, 6
2022/12/4, 82, 53, 8, 18, , 7
2022/12/5, 142, 44, 10, 17, 1, 7
2022/12/6, 133, 49, 6, 20, 1, 7
2022/12/7, 128, 55, 8, 22, 2, 7
2022/12/8, 138, 57, 20, 22, 3, 8
2022/12/9, 139, 57, 29, 21, 3, 7
2022/12/10, 150, 67, 34, 23, 5, 7
2022/12/11, 155, 93, 26, 16, 2, 8
2022/12/12, 187, 84, 34, 21, 4, 7
2022/12/13, 163, 93, 34, 29, 4, 8
2022/12/14, 164, 84, 34, 30, 4, 8
2022/12/15, 147, 75, 25, 25, 6, 8
2022/12/16, 145, 90, 9, 24, 3, 8
2022/12/17, 168, 65, 29, 12, 3, 6
2022/12/18, 115, 67, 29, 24, 5, 7
2022/12/19, 123, 61, 38, 18, 6, 8
2022/12/20, 131, 64, 16, 21, 5, 8
2022/12/21, 135, 90, 33, 25, 6, 12
2022/12/22, 179, 79, 34, 23, 4, 9
2022/12/23, 149, 78, 37, 22, 6, 8
2022/12/24, 142, 62, 36, 16, 4, 7
2022/12/25, 115, 62, 33, 16, 3, 7
2022/12/26, 129, 83, 17, 17, 3, 8
2022/12/27, 168, 80, 13, 20, 3, 9
2022/12/28, 176, 43, 24, 14, 1, 9
2022/12/29, 147, 49, 21, 11, 1, 6
2022/12/30, 130, 58, 22, 15, 3, 5
2022/12/31, 153, 54, 29, 15, 1, 5
2023/1/1, 144, 93, 24, 18, 3, 7
2023/1/2, 193, 91, 18, 18, 2, 6
2022/7/2, 67, 20, 34, 4, 2, 2
2022/7/3, 58, 16, 21, 3, 2, 2
2022/7/4, 53, 10, 21, 2, 2, 2
2022/7/5, 33, 12, 32, 3, 1, 3
2022/7/6, 36, 19, 85, 3, 1, 2
2022/7/7, 47, 15, 32, 4, 1, 4
2022/7/8, 47, 16, 37, 3, 4, 3
2022/7/9, 47, 16, 38, 2, 5, 2
2022/7/10, 51, 22, 53, 3, 7, 2
2022/7/11, 51, 21, 44, 3, 3, 2
2022/7/12, 58, 22, 47, 3, 5, 2
2022/7/13, 63, 23, 47, 3, 4, 2
2022/7/14, 66, 29, 57, 4, 6, 3
