date, pm25, pm10, o3, no2, so2, co
2022/7/15, 20, 17, 38, 2, 3, 1
2022/7/16, 25, 21, 44, 4, 3, 1
2022/7/17, 26, 23, 50, 3, 3, 1
2022/7/18, 33, 24, 50, 3, 3, 1
2022/7/19, 23, 14, 40, 2, 3, 1
2022/7/20, 19, 16, 38, , 3, 1
2022/7/21, 29, 21, 43, 3, 3, 1
2022/7/22, 36, 25, 56, 5, 4, 1
2022/7/23, 30, 26, 40, 4, 3, 1
2022/7/24, 19, 18, 42, 2, 3, 1
2022/7/25, 19, 18, 42, 2, 3, 1
2022/7/26, 23, 17, 41, 4, 3, 1
2022/7/27, 21, 17, 47, 4, 3, 1
2022/7/28, 23, 17, 43, 3, 3, 1
2022/7/29, 27, 20, 43, 1, 3, 1
2022/7/30, 23, 24, 42, 2, 3, 1
2022/7/31, 25, 17, 46, 2, 3, 1
2022/8/1, 26, 17, 47, 3, 3, 1
2022/8/2, 22, 13, 44, 3, 3, 1
2022/8/3, 23, 17, 53, 4, 3, 1
2022/8/4, 22, 17, 54, 2, 3, 2
2022/8/5, 24, 16, 49, 4, 3, 2
2022/8/6, 34, 18, 49, 3, 3, 1
2022/8/7, 27, 18, 57, 3, 4, 1
2022/8/8, 23, 25, 53, 6, 4, 1
2022/8/9, 23, 19, 51, 3, 4, 1
2022/8/10, 21, 25, 44, 3, 5, 1
2022/8/11, 27, 27, 49, 4, 4, 1
2022/8/12, 27, 18, 39, 5, 3, 2
2022/8/13, 26, 22, 42, 6, 4, 1
2022/8/14, 24, 18, 48, 5, 4, 2
2022/8/15, 24, 25, 53, 7, 4, 2
2022/8/16, 28, 25, 38, 2, 4, 1
2022/8/17, 25, 17, 31, 2, 4, 1
2022/8/18, 23, 17, 34, 3, 3, 1
2022/8/19, 25, 20, 34, 2, 4, 1
2022/8/20, 24, 17, 29, 1, 3, 1
2022/8/21, 26, 23, 36, 2, 4, 1
2022/8/22, 20, 12, 28, 1, 3, 1
2022/8/23, 21, 16, 35, 4, 3, 1
2022/8/24, 25, 22, 36, 9, 4, 2
2022/8/25, 21, 27, 32, 8, 4, 2
2022/8/26, 20, 25, 41, 6, 4, 1
2022/8/27, 24, 16, 39, 1, 4, 1
2022/8/28, 23, 22, 41, 2, 4, 1
2022/8/29, 24, 29, 39, 5, 4, 2
2022/8/30, 26, 30, 39, 6, 4, 1
2022/8/31, 29, 30, 46, 6, 4, 1
2022/9/1, 24, 30, 40, 7, 4, 1
2022/9/2, 28, 18, 41, 4, 4, 1
2022/9/3, 21, 27, 45, 1, 4, 1
2022/9/4, 25, 26, 50, 6, 4, 2
2022/9/5, 21, 22, 44, 11, 4, 2
2022/9/6, 22, 25, 48, 11, 4, 2
2022/9/7, 28, 39, 53, 12, 3, 2
2022/9/8, 30, 51, 59, 15, 2, 3
2022/9/9, 28, 50, 36, 3, 2, 1
2022/9/10, 21, 34, 37, 7, 2, 2
2022/9/11, 20, 35, 41, 6, 2, 1
2022/9/12, 20, 22, 35, 4, 2, 1
2022/9/13, 27, 25, 30, 7, 2, 1
2022/9/14, 20, 32, 42, 7, 2, 1
2022/9/15, 28, 19, 33, 4, 2, 2
2022/9/16, 24, 23, 34, 6, 2, 2
2022/9/17, 31, 30, 37, 8, 2, 2
2022/9/18, 23, 25, 39, 7, 2, 1
2022/9/19, 29, 33, 38, 10, 2, 2
2022/9/20, 20, 32, 45, 13, 2, 2
2022/9/21, 21, 28, 42, 8, 2, 2
2022/9/22, 23, 29, 38, 12, 2, 2
2022/9/23, 24, 33, 37, 12, 2, 2
2022/9/24, 25, 34, 42, 5, 2, 1
2022/9/25, 20, 36, 50, 3, 2, 1
2022/9/26, 22, 30, 43, 2, 2, 1
2022/9/27, 23, 29, 40, 1, 2, 1
2022/9/28, 21, 15, 30, 3, 2, 1
2022/9/29, 20, 20, 26, 4, 3, 1
2022/9/30, 22, 11, 22, 2, 2, 1
2022/10/1, 22, 13, 23, 4, 3, 1
2022/4/2, 20, 24, 42, 5, 3, 2
2022/4/3, 19, 35, 41, 5, 3, 1
2022/4/4, 22, 33, 45, 4, 3, 1
2022/4/5, 20, 38, 47, 6, 3, 2
2022/4/6, 27, 49, 54, 11, 4, 2
2022/4/7, 29, 51, 65, 9, 4, 2
2022/4/8, 37, 63, 35, 1, 4, 1
2022/4/9, 44, 33, 38, 3, 3, 1
2022/4/10, 19, 48, 38, 3, 3, 1
2022/4/11, 24, 21, 40, 4, 3, 1
2022/4/12, 19, 19, 37, 4, 3, 2
2022/4/13, 21, 28, 39, 5, 3, 2
2022/4/14, 20, 94, 40, 4, 3, 2
2022/4/15, 33, 40, 39, 2, 3, 1
2022/4/16, 30, 27, 41, 7, 3, 2
2022/4/17, 25, 36, 43, 6, 3, 1
2022/4/18, 24, 60, 47, 6, 4, 1
2022/4/19, 43, 82, 46, 6, 4, 1
2022/4/20, 54, 78, 39, 4, 4, 2
2022/4/21, 52, 30, 40, 3, 4, 3
2022/4/22, 27, 30, 42, 3, 4, 2
2022/4/23, 26, 51, 35, 2, 4, 1
2022/4/24, 31, 36, 32, 8, 4, 1
2022/4/25, 26, 13, 30, 4, 4, 1
2022/4/26, 21, 11, 35, 3, 4, 1
2022/4/27, 18, 13, 37, 3, 4, 1
2022/4/28, 21, 13, 45, 2, , 2
2022/4/29, 23, 20, 48, 4, 3, 1
2022/4/30, 25, 30, 49, 5, 4, 1
2022/5/1, 22, 55, 60, 3, 4, 1
2022/5/2, 37, 61, 48, 12, 5, 3
2022/5/3, 39, 72, 52, 4, 5, 1
2022/5/4, 57, 129, 36, 5, 5, 1
2022/5/5, 66, 31, 33, 4, 4, 2
2022/5/6, 26, 14, 33, 3, 3, 1
2022/5/7, 20, 14, 39, 4, 2, 1
2022/5/8, 22, 23, 36, 1, 2, 1
2022/5/9, 17, 38, 40, 4, 2, 1
2022/5/10, 28, 29, 39, 7, 2, 2
2022/5/11, 29, 28, 35, 11, 2, 2
2022/5/12, 30, 16, 38, 5, 2, 1
2022/5/13, 23, 17, 44, 5, 2, 1
2022/5/14, 21, 35, 46, 6, 2, 1
2022/5/15, 39, 30, 41, 4, 2, 1
2022/5/16, 26, 21, 43, 2, 2, 1
2022/5/17, 31, 15, 48, 5, 2, 1
2022/5/18, 19, 21, 54, 7, 2, 1
2022/5/19, 20, 33, 49, 5, 2, 1
2022/5/20, 15, 16, 45, 2, 2, 1
2022/5/21, 20, 31, 42, 4, 2, 1
2022/5/22, 20, 24, 45, 2, 2, 1
2022/5/23, 24, 35, 38, 2, 2, 1
2022/5/24, 18, 32, 44, 5, 2, 1
2022/5/25, 23, 40, 44, 9, 3, 3
2022/5/26, 25, 41, 40, 1, 2, 1
2022/5/27, 31, 32, 44, 2, 2, 1
2022/5/28, 25, 40, 50, 2, 2, 1
2022/5/29, 25, 46, 37, , 2, 1
2022/5/30, 28, 31, 43, 3, 2, 1
2022/5/31, 23, 26, 39, 2, 2, 1
2022/6/1, 21, 12, 37, 1, , 1
2022/6/2, 22, 13, 36, 2, , 1
2022/6/3, 20, 17, 41, 2, 2, 1
2022/6/4, 26, 23, 36, 8, 2, 1
2022/6/5, 25, 15, 37, 2, 2, 1
2022/6/6, 23, 42, 36, 1, 2, 1
2022/6/7, 37, 16, 41, 1, 2, 1
2022/6/8, 22, 17, 44, 3, 2, 1
2022/6/9, 22, 22, 47, 7, 2, 2
2022/6/10, 25, 24, 49, 6, 3, 1
2022/6/11, 22, 28, 53, 5, 3, 1
2022/6/12, 21, 32, 58, 4, 3, 1
2022/6/13, 24, 36, 54, 5, 3, 1
2022/6/14, 30, 24, 42, 1, 2, 1
2022/6/15, 19, 16, 48, 2, 2, 1
2022/6/16, 22, 15, 38, 4, 2, 1
2022/6/17, 22, 12, 41, 2, 2, 1
2022/6/18, 21, 18, 47, 3, 3, 1
2022/6/19, 31, 19, 44, 4, 3, 1
2022/6/20, 25, 18, 46, 5, 3, 1
2022/6/21, 23, 19, 53, 5, 3, 1
2022/6/22, 30, 27, 60, 7, 3, 2
2022/6/23, 31, 23, 52, 9, 3, 3
2022/6/24, 29, 30, 43, 3, 3, 1
2022/6/25, 21, 17, 43, 1, 3, 1
2022/6/26, 23, 23, 50, 4, 3, 1
2022/6/27, 27, 26, 50, 6, 3, 1
2022/6/28, 25, 30, 48, 2, 3, 1
2022/6/29, 24, 29, 52, 5, 3, 1
2022/6/30, 28, 24, 51, 4, 3, 1
2022/7/1, 25, 24, 46, 3, 3, 1
2022/1/4, 159, 118, 8, 20, 4, 10
2022/1/5, 164, 143, 9, 23, 3, 12
2022/1/6, 184, 145, 9, 29, 4, 13
2022/1/7, 196, 152, 12, 26, 5, 12
2022/1/8, 202, 158, 16, 22, 3, 12
2022/1/9, 213, 154, 13, 26, 4, 13
2022/1/10, 212, 130, 17, 25, 3, 12
2022/1/11, 201, 87, 25, 22, 2, 9
2022/1/12, 161, 44, 25, 13, 2, 4
2022/1/13, 106, 76, 24, 15, 3, 8
2022/1/14, 159, 54, 21, 15, 3, 6
2022/1/15, 139, 52, 22, 14, 3, 5
2022/1/16, 131, 71, 18, 20, 3, 7
2022/1/17, 158, 86, 11, 24, 3, 9
2022/1/18, 170, 119, 17, 20, 3, 10
2022/1/19, 192, 120, 17, 24, 4, 10
2022/1/20, 183, 108, 18, 21, 3, 11
2022/1/21, 179, 85, 23, 12, 3, 7
2022/1/22, 147, 22, 22, 12, 2, 2
2022/1/23, 56, 31, 23, 12, 2, 2
2022/1/24, 71, 38, 21, 12, 2, 4
2022/1/25, 94, 33, 22, 14, 3, 4
2022/1/26, 78, 39, 17, 21, 3, 5
2022/1/27, 93, 40, 18, 20, 3, 5
2022/1/28, 95, 45, 14, 20, 3, 6
2022/1/29, 103, 54, 14, 24, 4, 7
2022/1/30, 133, 56, 19, 23, 4, 7
2022/1/31, 134, 63, 22, 19, 5, 8
2022/2/1, 151, 70, 21, 19, 6, 7
2022/2/2, 161, 69, 27, 20, 4, 7
2022/2/3, 160, 76, 23, 20, 4, 9
2022/2/4, 166, 69, 22, 20, 4, 8
2022/2/5, 158, 77, 22, 25, 4, 10
2022/2/6, 167, 79, 24, 25, 4, 11
2022/2/7, 170, 99, 31, 17, 4, 12
2022/2/8, 188, 108, 33, 19, 4, 12
2022/2/9, 192, 99, 30, 17, 4, 10
2022/2/10, 177, 107, 32, 18, 4, 11
2022/2/11, 185, 112, 35, 16, 3, 10
2022/2/12, 185, 76, 28, 16, 3, 8
2022/2/13, 161, 60, 33, 14, 3, 6
2022/2/14, 153, 72, 34, 16, 4, 8
2022/2/15, 159, 75, 33, 17, 3, 8
2022/2/16, 160, 41, 32, 8, 3, 3
2022/2/17, 84, 17, 30, 6, 2, 2
2022/2/18, 41, 22, 26, 9, 2, 5
2022/2/19, 39, 23, 28, 15, 3, 3
2022/2/20, 61, 31, 32, 18, 3, 4
2022/2/21, 80, 41, 25, 21, 3, 5
2022/2/22, 93, 49, 28, 23, 3, 5
2022/2/23, 115, 65, 33, 24, 4, 6
2022/2/24, 140, 73, 43, 16, 4, 6
2022/2/25, 155, 92, 51, 24, 4, 7
2022/2/26, 169, 107, 56, 23, 5, 8
2022/2/27, 177, 131, 79, 20, 5, 9
2022/2/28, 195, 80, 44, 21, 3, 6
2022/3/1, 143, 66, 40, 21, 3, 6
2022/3/2, 137, 78, 58, 16, 3, 6
2022/3/3, 155, 77, 46, 11, 4, 7
2022/3/4, 146, 22, 32, 9, 3, 2
2022/3/5, 52, 30, 35, 8, 3, 3
2022/3/6, 67, 30, 31, 10, 3, 3
2022/3/7, 71, 34, 32, 12, 3, 3
2022/3/8, 71, 49, 21, 14, 3, 4
2022/3/9, 62, 31, 31, 9, 3, 3
2022/3/10, 57, 21, 27, 9, 3, 4
2022/3/11, 51, 17, 29, 3, 3, 1
2022/3/12, 30, 15, 25, 7, 3, 1
2022/3/13, 31, 24, 27, 9, 3, 2
2022/3/14, 47, 24, 32, 4, 3, 1
2022/3/15, 38, 17, 33, 5, 3, 1
2022/3/16, 23, 10, 28, 5, 3, 2
2022/3/17, 32, 12, 28, 3, 3, 2
2022/3/18, 26, 11, 28, 3, 3, 1
2022/3/19, 33, 6, 32, 1, 3, 1
2022/3/20, 21, 12, 30, 2, 3, 1
2022/3/21, 32, 16, 29, 8, 3, 1
2022/3/22, 38, 19, 30, 5, 3, 1
2022/3/23, 45, 8, 36, 1, 3, 1
2022/3/24, 23, 10, 36, 4, 3, 2
2022/3/25, 23, 12, 36, 4, 3, 2
2022/3/26, 28, 15, 36, 5, 3, 1
2022/3/27, 25, 19, 32, 5, 3, 1
2022/3/28, 22, 21, 37, 2, 3, 1
2022/3/29, 28, 25, 35, 5, 3, 1
2022/3/30, 20, 20, 34, 3, 2, 1
2022/3/31, 20, 18, 35, 6, 2, 2
2022/4/1, 27, 25, 39, 4, 3, 2
2021/10/2, 51, 8, 23, 3, 3, 1
2021/10/3, 40, 9, 24, 6, 3, 2
2021/10/4, 34, 13, 26, 11, 3, 2
2021/10/5, 45, 19, 33, 9, 3, 2
2021/10/6, 50, 15, 30, 1, 3, 2
2021/10/7, 41, 12, 23, 4, 3, 1
2021/10/8, 33, 12, 21, 6, 3, 2
2021/10/9, 31, 25, 25, 11, 3, 2
2021/10/10, 46, 22, 30, 9, 4, 2
2021/10/11, 43, 17, 29, 3, 3, 1
2021/10/12, 47, 18, 31, 6, 3, 1
2021/10/13, 39, 11, 27, 6, 3, 1
2021/10/14, 30, 22, 24, 9, 3, 2
2021/10/15, 40, 22, 30, 13, 3, 2
2021/10/16, 45, 34, 24, 12, 4, 2
2021/10/17, 54, 48, 25, 14, 4, 3
2021/10/18, 74, 50, 30, 17, 4, 3
2021/10/19, 71, 65, 29, 13, 3, 3
2021/10/20, 84, 58, 27, 15, 5, 3
2021/10/21, 76, 59, 30, 15, 5, 5
2021/10/22, 91, 51, 35, 5, 3, 2
2021/10/23, 68, 18, 25, 7, 3, 1
2021/10/24, 38, 24, 21, 12, 3, 2
2021/10/25, 43, 28, 23, 14, 3, 3
2021/10/26, 59, 30, 25, 12, 4, 3
2021/10/27, 52, 57, 15, 23, 5, 5
2021/10/28, 81, 68, 13, 29, 6, 6
2021/10/29, 96, 56, 31, 19, 4, 4
2021/10/30, 84, 44, 28, 13, 4, 2
2021/10/31, 74, 55, 24, 16, 5, 3
2021/11/1, 80, 26, 28, 4, 4, 1
2021/11/2, 45, 37, 21, 10, 4, 2
2021/11/3, 69, 37, 25, 6, 4, 1
2021/11/4, 52, 19, 24, 5, 4, 1
2021/11/5, 40, 18, 18, 7, 3, 2
2021/11/6, 60, 21, 17, 7, 3, 3
2021/11/7, 50, 27, 15, 13, 4, 3
2021/11/8, 67, 45, 14, 18, 5, 4
2021/11/9, 105, 74, 16, 21, 5, 5
2021/11/10, 152, 78, 12, 27, 5, 7
2021/11/11, 154, 85, 12, 28, 6, 8
2021/11/12, 153, 92, 18, 30, 6, 7
2021/11/13, 170, 98, 21, 30, 6, 7
2021/11/14, 176, 99, 23, 33, 6, 7
2021/11/15, 166, 80, 19, 26, 5, 6
2021/11/16, 133, 21, 19, 10, 3, 2
2021/11/17, 30, 30, 19, 16, 4, 4
2021/11/18, 54, 94, 22, 5, 3, 1
2021/11/19, 52, 42, 21, 7, 3, 1
2021/11/20, 37, 12, 19, 4, 3, 1
2021/11/21, 22, 24, 16, 10, 4, 2
2021/11/22, 34, 43, 11, 20, 5, 4
2021/11/23, 56, 42, 14, 15, 5, 3
2021/11/24, 58, 51, 13, 19, 6, 4
2021/11/25, 80, 62, 10, 24, 7, 7
2021/11/26, 96, 66, 26, 23, 6, 6
2021/11/27, 109, 13, 23, 5, 3, 1
2021/11/28, 25, 26, 13, 11, 3, 1
2021/11/29, 40, 27, 15, 14, 4, 3
2021/11/30, 54, 34, 10, 17, 4, 3
2021/12/1, 64, 46, 10, 18, 5, 5
2021/12/2, 88, 62, 8, 24, 5, 7
2021/12/3, 110, 78, 10, 25, 6, 8
2021/12/4, 155, 95, 9, 26, 8, 9
2021/12/5, 173, 95, 9, 26, 7, 9
2021/12/6, 171, 84, 13, 25, 6, 8
2021/12/7, 160, 87, 17, 22, 6, 8
2021/12/8, 159, 80, 15, 14, 5, 7
2021/12/9, 163, 42, 22, 9, 3, 5
2021/12/10, 87, 21, 16, 6, 2, 1
2021/12/11, 37, 24, 16, 11, 3, 3
2021/12/12, 46, 39, 7, 16, 3, 4
2021/12/13, 76, 54, 14, 18, 4, 4
2021/12/14, 116, 53, 17, 13, 3, 4
2021/12/15, 131, 46, 18, 11, 2, 3
2021/12/16, 116, 15, 16, 11, 2, 2
2021/12/17, 49, 17, 19, 11, 2, 3
2021/12/18, 56, 35, 16, 13, 3, 4
2021/12/19, 97, 46, 13, 17, 3, 5
2021/12/20, 117, 51, 7, 23, 4, 6
2021/12/21, 137, 62, 12, 21, 6, 7
2021/12/22, 157, 60, 9, 22, 3, 7
2021/12/23, 147, 56, 14, 15, 3, 6
2021/12/24, 140, 58, 15, 11, 2, 6
2021/12/25, 116, 67, 24, 8, 2, 5
2021/12/26, 87, 770, 22, 5, 2, 3
2021/12/27, 145, 292, 14, 9, 2, 5
2021/12/28, 113, 178, 10, 10, 2, 7
2021/12/29, 136, 209, 11, 13, 2, 7
2021/12/30, 146, 270, 7, 17, 2, 8
2021/12/31, 159, 202, 11, 19, 3, 11
2022/1/1, 160, 143, 13, 20, 3, 9
2022/1/2, 150, 159, 12, 17, 4, 10
2022/1/3, 177, 123, 11, 19, 3, 9
2021/7/2, 29, 8, 42, 2, 2, 3
2021/7/3, 32, 11, 46, 6, 2, 4
2021/7/4, 31, 20, 52, 10, 2, 4
2021/7/5, 33, 18, 55, 11, 2, 6
2021/7/6, 36, 18, 47, 12, 2, 6
2021/7/7, 45, 18, 45, 4, 2, 5
2021/7/8, 37, 29, 40, 7, 2, 4
2021/7/9, 42, 18, 40, 6, 2, 3
2021/7/10, 49, 20, 45, 9, 2, 3
2021/7/11, 43, 23, 43, 5, 2, 3
2021/7/12, 44, 22, 38, 4, 2, 3
2021/7/13, 43, 17, 39, 8, 2, 3
2021/7/14, 35, 12, 43, 4, 2, 3
2021/7/15, 31, 10, 49, 7, 2, 3
2021/7/16, 31, 18, 47, 4, 2, 3
2021/7/17, 33, 11, 39, 5, 2, 3
2021/7/18, 32, 9, 42, 5, 2, 4
2021/7/19, 23, 14, 49, 6, 2, 5
2021/7/20, 31, 15, 48, 8, 2, 6
2021/7/21, 29, 21, 49, 10, 2, 5
2021/7/22, 37, 23, 47, 7, 2, 3
2021/7/23, 43, 18, 43, 6, 2, 4
2021/7/24, 37, 18, 51, 6, 2, 3
2021/7/25, 36, 15, 51, 5, 2, 4
2021/7/26, 37, 14, 46, 6, 2, 4
2021/7/27, 42, 23, 43, 7, 2, 6
2021/7/28, 42, 23, 42, 5, 2, 4
2021/7/29, 39, 17, 38, 7, 2, 4
2021/7/30, 35, 19, 43, 7, 2, 5
2021/7/31, 42, 13, 36, 5, 2, 4
2021/8/1, 41, 16, 39, 7, 1, 1
2021/8/2, 35, 26, 46, 10, 2, 2
2021/8/3, 43, 29, 56, 11, 2, 2
2021/8/4, 44, 23, 60, 8, 2, 2
2021/8/5, 35, 13, 40, 10, 2, 2
2021/8/6, 33, 14, 45, 9, 2, 2
2021/8/7, 31, 17, 41, 6, 2, 2
2021/8/8, 38, 20, 48, 7, 2, 3
2021/8/9, 56, 21, 51, 5, 2, 1
2021/8/10, 52, , , , , 
2021/8/21, 39, 35, 37, 5, 2, 2
2021/8/22, 45, 20, 37, 5, 2, 1
2021/8/23, 39, 27, 41, 10, 2, 2
2021/8/24, 41, 31, 39, 11, 2, 2
2021/8/25, 49, 41, 39, 15, 5, 5
2021/8/26, 59, 27, 40, 10, 3, 2
2021/8/27, 47, 28, 43, 4, 3, 1
2021/8/28, 43, 27, 40, 8, 3, 2
2021/8/29, 47, 25, 44, 9, 3, 1
2021/8/30, 49, 23, 42, 10, 3, 2
2021/8/31, 38, 29, 39, 17, 3, 3
2021/9/1, 56, 21, 38, 5, 3, 2
2021/9/2, 42, 10, 37, 5, 3, 2
2021/9/3, 30, 17, 40, 11, 4, 3
2021/9/4, 46, 21, 44, 12, 4, 2
2021/9/5, 49, 22, 49, 13, 4, 2
2021/9/6, 51, 37, 58, 18, 5, 4
2021/9/7, 57, 28, 44, 12, 4, 2
2021/9/8, 56, 34, 42, 12, 4, 3
2021/9/9, 56, 27, 36, 3, 3, 1
2021/9/10, 42, 16, 28, 4, 3, 1
2021/9/11, 42, 11, 34, 5, 3, 2
2021/9/12, 35, 24, 39, 10, 3, 1
2021/9/13, 48, 36, 36, 5, 3, 1
2021/9/14, 43, 25, 33, 8, 3, 2
2021/9/15, 35, 20, 36, 9, 3, 3
2021/9/16, 44, 39, 38, 9, 3, 3
2021/9/17, 49, 42, 39, 9, 3, 2
2021/9/18, 45, 58, 37, 17, 4, 3
2021/9/19, 61, 62, 39, 11, 4, 2
2021/9/20, 61, 52, 38, 2, 3, 1
2021/9/21, 51, 26, 29, 5, 3, 2
2021/9/22, 41, 28, 27, 6, 3, 2
2021/9/23, 41, 38, 28, 11, 3, 4
2021/9/24, 55, 39, 29, 8, 4, 2
2021/9/25, 50, 24, 25, 5, 3, 2
2021/9/26, 36, 27, 30, 9, 3, 2
2021/9/27, 44, 38, 36, 12, 4, 2
2021/9/28, 58, 55, 35, 10, 4, 2
2021/9/29, 66, 70, 32, 12, 4, 3
2021/9/30, 69, 38, 35, 7, 4, 2
2021/10/1, 51, 41, 28, 4, 3, 1
2021/4/2, 41, 10, 32, 5, , 2
2021/4/3, 43, 16, 34, 6, , 2
2021/4/4, 32, 20, 33, 5, , 3
2021/4/5, 35, 29, 41, 7, 1, 3
2021/4/6, 43, 29, 41, 4, , 4
2021/4/7, 61, 33, 45, 5, , 4
2021/4/8, 53, 37, 42, 5, , 3
2021/4/9, 54, 46, 45, 6, 1, 2
2021/4/10, 70, 18, 41, 3, , 2
2021/4/11, 40, 21, 41, 4, , 2
2021/4/12, 37, 34, 41, 3, , 3
2021/4/13, 42, 25, 46, 4, , 4
2021/4/14, 38, 26, 44, 4, , 4
2021/4/15, 42, 35, 43, 5, , 3
2021/4/16, 69, 35, 43, 6, , 1
2021/4/17, 48, 42, 43, 9, 1, 2
2021/4/18, 52, 13, 42, 2, , 1
2021/4/19, 38, 25, 36, 5, , 2
2021/4/20, 55, 22, 37, 6, 1, 2
2021/4/21, 50, 30, 36, 2, , 
2021/4/22, 43, 21, 33, 2, , 1
2021/4/23, 44, 13, 35, 1, , 2
2021/4/24, 53, 14, 34, 3, , 2
2021/4/25, 46, 13, 36, 4, , 2
2021/4/26, 41, 24, 39, 7, 1, 3
2021/4/27, 44, 25, 42, 7, 1, 3
2021/4/28, 50, 30, 48, 9, 1, 5
2021/4/29, 51, 40, 57, 12, 1, 4
2021/4/30, 65, 44, 59, 14, 1, 3
2021/5/1, 64, 88, 42, 5, 1, 1
2021/5/2, 84, 15, 42, 3, , 1
2021/5/3, 41, 37, 40, 3, 1, 3
2021/5/4, 46, 30, 47, 8, 1, 4
2021/5/5, 43, 40, 46, 7, 1, 4
2021/5/6, 54, 32, 53, 9, 1, 4
2021/5/7, 49, 43, 41, 10, 1, 3
2021/5/8, 58, 29, 36, 5, 1, 2
2021/5/9, 63, 21, 47, 7, 1, 2
2021/5/10, 48, 31, 37, 8, 1, 2
2021/5/11, 52, 14, 41, 5, 1, 1
2021/5/12, 30, 13, 40, 4, 1, 1
2021/5/13, 34, 19, 48, 4, 1, 1
2021/5/14, 56, 20, 46, 4, 1, 2
2021/5/15, 72, 15, 45, 6, 1, 2
2021/5/16, 53, 24, 51, 6, 1, 2
2021/5/17, 57, 15, 42, 5, 1, 2
2021/5/18, 39, 12, 45, 4, 1, 2
2021/5/19, 40, 21, 47, 6, 1, 2
2021/5/20, 55, 18, 45, 3, 1, 2
2021/5/21, 30, 17, 36, 4, 1, 1
2021/5/22, 33, 25, 34, 6, 1, 1
2021/5/23, 35, 27, 41, 9, 1, 1
2021/5/24, 40, 18, 42, 10, 4, 3
2021/5/25, 33, 12, 39, 7, 1, 2
2021/5/26, 36, 27, 45, 8, 1, 3
2021/5/27, 36, 38, 45, 13, 1, 5
2021/5/28, 50, 29, 40, 5, 1, 2
2021/5/29, 51, 32, 41, 10, 1, 3
2021/5/30, 49, 12, 40, 6, 1, 2
2021/5/31, 35, 18, 42, 7, 1, 3
2021/6/1, 33, 10, 39, 5, 1, 3
2021/6/2, 26, 20, 42, 9, 1, 5
2021/6/3, 34, 28, 42, 10, 1, 4
2021/6/4, 48, 22, 42, 6, 1, 3
2021/6/5, 45, 27, 41, 4, , 4
2021/6/6, 44, 40, 36, 4, , 3
2021/6/7, 56, 16, 39, 7, 1, 2
2021/6/8, 28, 25, 46, 10, 2, 3
2021/6/9, 47, 16, 43, 7, 2, 4
2021/6/10, 33, 20, 42, 6, 2, 3
2021/6/11, 38, 9, 41, 4, 2, 3
2021/6/12, 28, 10, 36, 5, 2, 3
2021/6/13, 30, 10, 34, 5, 2, 3
2021/6/14, 34, 8, 39, 3, 2, 2
2021/6/15, 26, 9, 35, 4, 2, 2
2021/6/16, 31, 15, 42, 8, 2, 3
2021/6/17, 25, 21, 39, 10, 2, 4
2021/6/18, 44, 21, 52, 10, 2, 2
2021/6/19, 42, 20, 42, 10, 2, 2
2021/6/20, 32, 28, 35, 3, 2, 1
2021/6/21, 39, 30, 40, 5, 2, 2
2021/6/22, 44, 28, 30, 8, 2, 4
2021/6/23, 46, 8, 27, 6, 2, 3
2021/6/24, 28, 11, 41, 4, 2, 2
2021/6/25, 33, 5, 41, 3, 2, 1
2021/6/26, 28, 9, 35, 6, 2, 2
2021/6/27, 31, 5, 35, 3, 2, 5
2021/6/28, 29, 9, 42, 6, 2, 3
2021/6/29, 31, 14, 55, 8, 2, 4
2021/6/30, 33, 17, 42, 4, 2, 3
2021/7/1, 33, 10, 40, 5, 2, 3
2021/1/5, 78, 27, 15, 14, 1, 6
2021/1/6, 77, 44, 11, 24, 1, 9
2021/1/7, 126, 56, 11, 20, 1, 9
2021/1/8, 148, 65, 17, 17, 1, 8
2021/1/9, 163, 71, 20, 16, 2, 9
2021/1/10, 170, 66, 20, 19, 1, 9
2021/1/11, 166, 69, 19, 19, 1, 8
2021/1/12, 166, 81, 21, 22, 1, 9
2021/1/13, 179, 90, 26, 20, 2, 9
2021/1/14, 193, 47, 24, 10, 1, 3
2021/1/15, 120, 16, 23, 4, 1, 2
2021/1/16, 56, 25, 21, 11, 1, 4
2021/1/17, 74, 34, 21, 13, , 6
2021/1/18, 97, 37, 20, 11, , 6
2021/1/19, 97, 58, 18, 18, 1, 9
2021/1/20, 146, 65, 20, 13, 1, 9
2021/1/21, 154, 67, 22, 12, 1, 8
2021/1/22, 158, 66, 25, 12, , 4
2021/1/23, 157, 43, 29, 3, , 1
2021/1/24, 45, 25, 22, 3, , 1
2021/1/25, 58, 18, 27, 2, , 1
2021/1/26, 48, 13, 25, 7, , 2
2021/1/27, 51, 11, 21, 8, , 2
2021/1/28, 51, 19, 21, 10, , 3
2021/1/29, 66, 31, 21, 11, , 3
2021/1/30, 94, 36, 22, 10, , 4
2021/1/31, 97, 41, 21, 13, , 5
2021/2/1, 115, 43, 22, 9, , 6
2021/2/2, 118, 58, 26, 11, , 9
2021/2/3, 157, 71, 29, 10, , 10
2021/2/4, 174, 90, 27, 16, 1, 12
2021/2/5, 194, 81, 27, 17, 1, 10
2021/2/6, 182, 76, 27, 13, , 9
2021/2/7, 174, 88, 28, 18, 1, 12
2021/2/8, 188, 79, 26, 12, , 12
2021/2/9, 179, 79, 25, 12, , 11
2021/2/10, 178, 53, 29, 8, , 4
2021/2/11, 113, 16, 29, 6, , 2
