date, pm25, pm10, o3, no2, so2, co
2022/9/24, 55, 31, 6, 16, 1, 7
2022/9/25, 56, 24, 28, 10, 1, 5
2022/9/26, 48, 36, 22, 17, 1, 6
2022/9/27, 57, 43, 33, 17, 1, 7
2022/9/28, 59, 47, 28, 22, 1, 7
2022/9/29, 59, 53, 30, 24, 1, 8
2022/9/30, 69, 54, 36, 27, 1, 9
2022/10/1, 77, 45, 52, 19, 2, 7
2022/4/2, 54, 54, 49, 17, 1, 5
2022/4/3, 63, 41, 49, 12, 2, 5
2022/4/4, 56, 53, 107, 22, 1, 6
2022/4/5, 56, 59, 40, 26, 1, 6
2022/4/6, 54, 56, 47, 25, 1, 7
2022/4/7, 57, 57, 47, 26, 1, 7
2022/4/8, 55, 59, 54, 24, 1, 8
2022/4/9, 59, 42, 29, 15, 1, 7
2022/4/10, 46, 35, 31, 11, 1, 7
2022/4/11, 38, 42, 26, 17, 1, 7
2022/4/12, 37, 54, 24, 21, 1, 8
2022/4/13, 49, 58, 29, 26, 2, 9
2022/4/14, 49, 55, 35, 25, 2, 9
2022/4/15, 57, 55, 24, 15, 1, 9
2022/4/16, 72, 51, 53, 16, 1, 9
2022/4/17, 78, 46, 56, 16, 1, 9
2022/4/18, 65, 58, 34, 28, 1, 10
2022/4/19, 73, 60, 31, 26, 1, 10
2022/4/20, 80, 59, 28, 25, 1, 10
2022/4/21, 78, 60, 15, 29, 1, 11
2022/4/22, 71, 46, 23, 24, 1, 10
2022/4/23, 55, 46, 34, 20, 1, 10
2022/4/24, 57, 35, 26, 16, 1, 10
2022/4/25, 43, 34, 16, 14, 1, 8
2022/4/26, 29, 56, 14, 9, 1, 2
2022/4/27, 27, 20, 5, 14, 1, 3
2022/4/28, 33, 43, 14, 24, 1, 5
2022/4/29, 58, 52, 16, 34, 2, 7
2022/4/30, 77, 53, 28, 28, 2, 7
2022/5/1, 87, 47, 38, 22, 1, 6
2022/5/2, 84, 55, 23, 31, 2, 7
2022/5/3, 90, 53, 19, 37, 2, 7
2022/5/4, 76, 53, 24, 36, 2, 7
2022/5/5, 71, 72, 11, 39, 10, 10
2022/5/6, 115, 56, 27, 34, 2, 8
2022/5/7, 85, 60, 28, 32, 1, 8
2022/5/8, 105, 49, 10, 18, 1, 7
2022/5/9, 103, 65, 15, 33, 1, 10
2022/5/10, 124, 68, 23, 42, 2, 9
2022/5/11, 111, 84, 9, 53, 2, 13
2022/5/12, 128, 79, 9, 42, 2, 11
2022/5/13, 135, 75, 21, 35, 2, 10
2022/5/14, 134, 74, 14, 38, 2, 11
2022/5/15, 127, 39, 30, 24, 2, 7
2022/5/16, 60, 63, 17, 44, 2, 11
2022/5/17, 98, 69, 13, 53, 2, 12
2022/5/18, 96, 73, 12, 50, 3, 11
2022/5/19, 97, 64, 18, 26, 1, 9
2022/5/20, 110, 53, 15, 28, 2, 9
2022/5/21, 76, 44, 21, 24, 3, 9
2022/5/22, 71, 49, 9, 30, 2, 11
2022/5/23, 86, 60, 6, 30, 2, 8
2022/5/24, 75, 55, 7, 34, 2, 7
2022/5/25, 63, 53, 15, 34, 2, 6
2022/5/26, 70, 63, 10, 34, 2, 7
2022/5/27, 94, 81, 2, 41, 3, 13
2022/5/28, 124, 73, 2, 40, 3, 11
2022/5/29, 125, 60, 21, 28, 2, 8
2022/5/30, 114, 59, 12, 34, 2, 8
2022/5/31, 101, 64, 13, 35, 2, 8
2022/6/1, 102, 61, 13, 33, 2, 8
2022/6/2, 96, 47, 6, 30, 2, 8
2022/6/3, 85, 21, 5, 21, 2, 6
2022/6/4, 36, 20, 11, 16, 1, 6
2022/6/5, 27, 18, 20, 14, 1, 6
2022/6/6, 26, 37, 12, 26, 2, 9
2022/6/7, 48, 56, 8, 39, 2, 11
2022/6/8, 87, 58, 11, 31, 2, 10
2022/6/9, 100, 71, 10, 35, 2, 12
2022/6/10, 125, 41, 8, 35, 3, 9
2022/6/11, 53, 42, 12, 36, 3, 9
2022/6/12, 59, 43, 19, 33, 2, 10
2022/6/13, 77, 59, 8, 40, 2, 11
2022/6/14, 87, 74, 4, 31, 1, 12
2022/6/15, 144, 48, 9, 25, 2, 9
2022/6/16, 80, 57, 10, 24, 2, 9
2022/6/17, 104, 58, 11, 29, 2, 10
2022/6/18, 99, 64, 12, 38, 3, 12
2022/6/19, 113, 58, 12, 33, 2, 12
2022/6/20, 110, 66, 7, 34, 2, 12
2022/6/21, 128, 59, 12, 24, 1, 10
2022/6/22, 118, 61, 9, 26, 2, 10
2022/6/23, 108, 28, 9, 22, 1, 7
2022/6/24, 50, 36, 4, 25, 2, 7
2022/6/25, 44, 35, 10, 26, 2, 7
2022/6/26, 53, 51, 11, 27, 2, 8
2022/6/27, 98, 26, 16, 17, 1, 4
2022/6/28, 51, 28, 10, 24, 2, 4
2022/6/29, 34, 42, 10, 32, 2, 6
2022/6/30, 53, 54, 11, 36, 2, 6
2022/7/1, 76, 24, 13, 19, 1, 5
2022/1/4, 29, 41, 37, 6, 2, 8
2022/1/5, 31, 48, 48, 8, 1, 9
2022/1/6, 50, 52, 46, 11, 2, 8
2022/1/7, 57, 51, 56, 14, 3, 10
2022/1/8, 67, 46, 43, 12, , 8
2022/1/9, 60, 33, 43, 8, , 9
2022/1/10, 51, 40, 40, 11, 1, 9
2022/1/11, 48, 41, 46, 10, 1, 7
2022/1/12, 44, 48, 51, 14, 1, 4
2022/1/13, 58, 46, 43, 13, 1, 4
2022/1/14, 49, 46, 50, 13, 1, 5
2022/1/15, 65, 38, 37, 9, 1, 4
2022/1/16, 48, 30, 26, 5, 1, 4
2022/1/17, 39, 34, 21, 9, 1, 4
2022/1/18, 31, 45, 38, 10, 1, 6
2022/1/19, 37, 51, 36, 11, 1, 6
2022/1/20, 54, 45, 41, 12, 1, 7
2022/1/21, 47, 49, 45, 11, 2, 7
2022/1/22, 38, 30, 39, 7, 1, 7
2022/1/23, 36, 34, 45, 7, 2, 7
2022/1/24, 48, 49, 47, 10, 2, 8
2022/1/25, 59, 49, 42, 12, 2, 8
2022/1/26, 53, 55, 47, 15, 2, 9
2022/1/27, 53, 51, 40, 13, 1, 8
2022/1/28, 51, 53, 38, 12, 1, 5
2022/1/29, 54, 46, 37, 9, 1, 5
2022/1/30, 52, 40, 40, 7, 1, 5
2022/1/31, 50, 47, 43, 9, 1, 5
2022/2/1, 52, 53, 37, 11, 1, 5
2022/2/2, 52, 47, 39, 11, 2, 5
2022/2/3, 46, 46, 43, 12, 1, 5
2022/2/4, 42, 44, 38, 11, 1, 5
2022/2/5, 38, 35, 46, 7, 1, 5
2022/2/6, 39, 38, 53, 6, 1, 5
2022/2/7, 43, 48, 40, 12, 1, 6
2022/2/8, 44, 48, 52, 13, 2, 6
2022/2/9, 46, 52, 45, 12, 2, 6
2022/2/10, 56, 53, 34, 11, 1, 7
2022/2/11, 70, 50, 47, 11, 1, 7
2022/2/12, 63, 50, 85, 10, 2, 7
2022/2/13, 62, , , , 1, 
2022/2/15, 65, 54, 38, 13, 1, 9
2022/2/16, 63, 54, 54, 14, 2, 8
2022/2/17, 56, 57, 64, 13, 10, 6
2022/2/18, 48, 53, 55, 12, , 7
2022/2/19, 60, 43, 45, 9, 6, 7
2022/2/20, 61, 39, 39, 7, , 6
2022/2/21, 51, 39, 33, 11, , 7
2022/2/22, 35, 36, 31, 10, , 6
2022/2/23, 33, 33, 17, 6, , 6
2022/2/24, 23, 32, 38, 10, , 7
2022/2/25, 30, 40, 50, 13, , 7
2022/2/26, 37, 40, 50, 10, , 7
2022/2/27, 43, 32, 35, 7, , 7
2022/2/28, 26, 45, 37, 13, 1, 7
2022/3/1, 31, 50, 49, 16, , 8
2022/3/2, 48, 56, 54, 17, 14, 9
2022/3/3, 55, 56, 46, 17, 5, 9
2022/3/4, 56, 49, 41, 16, 6, 10
2022/3/5, 51, 37, 43, 12, 6, 9
2022/3/6, 41, 34, 30, 9, 6, 9
2022/3/7, 34, 42, 33, 16, 6, 8
2022/3/8, 36, 50, 16, 17, 9, 6
2022/3/9, 44, 52, 25, 18, 5, 6
2022/3/10, 39, 52, 26, 17, 6, 6
2022/3/11, 57, 57, 26, 20, 16, 7
2022/3/12, 49, 50, 27, 16, 8, 7
2022/3/13, 57, 47, 36, 13, 8, 7
2022/3/14, 57, 55, 24, 19, 5, 8
2022/3/15, 59, 55, 25, 21, 1, 8
2022/3/16, 62, 48, 12, 20, 2, 8
2022/3/17, 66, 56, 12, 20, 1, 10
2022/3/18, 14, 56, 15, 19, 1, 9
2022/3/19, 15, 46, 21, 18, 1, 8
2022/3/20, 17, 48, 24, 13, 1, 8
2022/3/21, 15, 48, 28, 18, 1, 7
2022/3/22, 27, 51, 42, 18, 1, 8
2022/3/23, 47, 48, 22, 15, 1, 8
2022/3/24, 37, 61, 29, 19, 1, 8
2022/3/25, 42, 69, 39, 25, 1, 9
2022/3/26, 48, 58, 42, 18, 1, 9
2022/3/27, 66, 53, 57, 15, 1, 10
2022/3/28, 69, 54, 40, 20, 1, 10
2022/3/29, 56, 50, 33, 19, 1, 10
2022/3/30, 49, 53, 26, 24, 2, 8
2022/3/31, 35, 54, 29, 23, 2, 5
2022/4/1, 42, 58, 34, 26, 2, 6
2021/10/2, 38, 27, 29, 8, , 4
2021/10/3, 28, 31, 37, 9, 1, 4
2021/10/4, 32, 40, 34, 16, , 6
2021/10/5, 37, 38, 34, 14, , 5
2021/10/6, 35, 50, 41, 18, , 6
2021/10/7, 46, 47, 34, 14, , 5
2021/10/8, 46, 19, 17, 7, , 5
2021/10/9, 26, 29, 34, 8, , 5
2021/10/10, 44, 26, 32, 4, , 5
2021/10/11, 42, 32, 44, 9, , 5
2021/10/12, 45, 40, 24, 9, , 6
2021/10/13, 59, 36, 29, 10, , 5
2021/10/14, 40, 21, 12, 9, , 5
2021/10/15, 27, 33, 28, 13, , 5
2021/10/16, 42, 32, 38, 12, , 5
2021/10/17, 44, 31, 43, 8, , 5
2021/10/18, 42, 28, 38, 13, , 5
2021/10/19, 25, 43, 51, 14, , 6
2021/10/20, 41, 48, 25, 13, , 5
2021/10/21, 63, 48, 35, 13, , 7
2021/10/22, 63, 41, 25, 10, , 5
2021/10/23, 49, 38, 37, 8, , 6
2021/10/24, 42, 42, 48, 9, , 7
2021/10/25, 41, 45, 43, 13, , 7
2021/10/26, 35, 48, 44, 15, , 7
2021/10/27, 47, 55, 41, 14, , 9
2021/10/28, 52, 53, 59, 14, , 8
2021/10/29, 54, 52, 53, 14, , 6
2021/10/30, 53, 45, 76, 8, 2, 4
2021/10/31, 53, 42, 35, 7, 1, 4
2021/11/1, 49, 47, 42, 11, 2, 5
2021/11/2, 62, 46, 43, 11, 1, 5
2021/11/3, 52, 49, 26, 11, 1, 4
2021/11/4, 42, 40, 27, 9, 2, 4
2021/11/5, 38, 50, 38, 11, 1, 5
2021/11/6, 49, 42, 35, 10, 1, 4
2021/11/7, 40, 34, 43, 7, 2, 5
2021/11/8, 42, 43, 46, 10, 2, 6
2021/11/9, 42, 45, 31, 11, 1, 7
2021/11/10, 44, 49, 35, 12, 1, 7
2021/11/11, 55, 52, 37, 11, 1, 7
2021/11/12, 51, 44, 37, 10, 1, 6
2021/11/13, 49, 24, 31, 4, 1, 4
2021/11/14, 21, 32, 43, 6, 2, 5
2021/11/15, 35, 43, 32, 9, 1, 5
2021/11/16, 37, 44, 40, 11, 1, 5
2021/11/17, 36, 53, 48, 13, 2, 5
2021/11/18, 52, 51, 48, 12, 2, 5
2021/11/19, 47, 48, 40, 11, 1, 6
2021/11/20, 49, 43, 55, 10, 1, 6
2021/11/21, 50, 37, 55, 8, 1, 6
2021/11/22, 46, 49, 49, 11, 2, 6
2021/11/23, 41, 51, 42, 12, 1, 7
2021/11/24, 51, 47, 33, 10, 1, 4
2021/11/25, 53, 44, 50, 13, 1, 
2021/11/26, 43, 49, 38, 10, 1, 
2021/11/27, 44, 36, 26, 6, 1, 
2021/11/28, 45, 36, 42, 4, 1, 
2021/11/29, 31, 52, 37, 9, 1, 
2021/11/30, 40, 43, 30, 11, 1, 1
2021/12/1, 36, 45, 38, 11, 1, 1
2021/12/2, 41, 50, 44, 11, 1, 3
2021/12/3, 48, 45, 33, 10, 1, 5
2021/12/4, 47, 46, 34, 10, 2, 6
2021/12/5, 48, 47, 32, 9, 2, 6
2021/12/6, 55, 54, 17, 14, 1, 6
2021/12/7, 63, 53, 19, 14, 1, 6
2021/12/8, 60, 52, 27, 10, 1, 6
2021/12/9, 55, 58, 21, 12, 1, 6
2021/12/10, 57, 58, 16, 14, 1, 7
2021/12/11, 58, 45, 13, 8, 1, 5
2021/12/12, 47, 26, 15, 4, 1, 5
2021/12/13, 25, 44, 31, 7, 1, 5
2021/12/14, 38, 46, 34, 9, 1, 5
2021/12/15, 47, 56, 42, 10, 1, 6
2021/12/16, 59, 44, 50, 12, 2, 6
2021/12/17, 48, 56, 43, 11, 1, 7
2021/12/18, 50, 48, 55, 10, 2, 7
2021/12/19, 55, 44, 59, 8, 2, 7
2021/12/20, 55, 53, 54, 10, 2, 7
2021/12/21, 56, 56, 70, 14, 2, 7
2021/12/22, 60, 61, 52, 13, 2, 7
2021/12/23, 66, 52, 44, 12, 1, 7
2021/12/24, 57, 46, 63, 10, 2, 7
2021/12/25, 56, 39, 58, 5, 2, 6
2021/12/26, 54, 40, 54, 5, 1, 7
2021/12/27, 58, 67, 60, 11, 1, 7
2021/12/28, 75, 58, 53, 11, 1, 9
2021/12/29, 68, 45, 30, 8, 1, 7
2021/12/30, 55, 48, 51, 7, 1, 8
2021/12/31, 56, , 48, 4, 2, 8
2022/1/1, 55, , 38, 4, 1, 7
2022/1/2, 45, , 35, 3, 1, 7
2022/1/3, 27, 49, 34, 5, 1, 7
2021/7/2, 105, 71, , 40, , 6
2021/7/3, 121, 66, , 34, , 8
2021/7/4, 120, 53, , 26, , 6
2021/7/5, 89, 61, , 41, , 7
2021/7/6, 91, 64, , 26, , 7
2021/7/7, 113, 58, , 34, , 6
2021/7/8, 87, 64, 3, 37, , 7
2021/7/9, 82, 67, 5, 37, , 8
2021/7/10, 104, 67, 10, 33, , 8
2021/7/11, 112, 55, 16, 26, , 7
2021/7/12, 90, 56, 8, 25, , 7
2021/7/13, 108, 76, 9, 34, , 9
2021/7/14, 136, 87, 9, 39, , 11
2021/7/15, 156, 85, 9, 42, , 10
2021/7/16, 153, 73, 14, 33, , 9
2021/7/17, 131, 65, 14, 29, , 9
2021/7/18, 121, 49, 13, 23, , 6
2021/7/19, 68, 54, 9, 35, , 8
2021/7/20, 53, 61, 7, 34, , 8
2021/7/21, 57, 76, 7, 52, , 10
2021/7/22, 89, 84, 14, 48, , 10
2021/7/23, 117, 80, 18, 42, , 10
2021/7/24, 118, 67, 4, 21, , 8
2021/7/25, 124, 38, 16, 11, 1, 6
2021/7/26, 72, 31, 11, 13, 1, 6
2021/7/27, 47, 46, 8, 25, 2, 8
2021/7/28, 65, 50, 4, 29, 2, 8
2021/7/29, 59, 56, 2, 36, 2, 9
2021/7/30, 57, 67, 4, 41, 3, 10
2021/7/31, 85, 76, , 41, 3, 12
2021/8/1, 118, 64, , 24, 2, 9
2021/8/2, 90, 62, , 37, 2, 10
2021/8/3, 66, 75, , 45, 3, 11
2021/8/4, 92, 90, , 48, 3, 13
2021/8/5, 116, 96, 4, 46, 2, 15
2021/8/6, 140, 91, 15, 40, 2, 15
2021/8/7, 146, 77, 4, 25, 1, 13
2021/8/8, 137, 62, 15, 15, 1, 11
2021/8/9, 121, 54, 14, 19, 1, 11
2021/8/10, 90, 66, 17, 29, 2, 13
2021/8/11, 105, 68, 19, 31, 2, 14
2021/8/12, 96, 74, 10, 34, 1, 14
2021/8/13, 114, 91, 11, 47, 2, 18
2021/8/14, 145, 87, 20, 38, 2, 16
2021/8/15, 152, 87, 13, 28, 1, 16
2021/8/16, 157, 82, 7, 31, 1, 15
2021/8/17, 148, 66, 5, 27, 2, 14
2021/8/18, 94, 41, 4, 13, 1, 12
2021/8/19, 52, 18, 11, 9, 1, 13
2021/8/20, 29, 36, 4, 18, 1, 15
2021/8/21, 43, 18, 13, 10, 1, 12
2021/8/22, 23, 20, 22, 7, 1, 11
2021/8/23, 31, 28, 12, 14, 1, 14
2021/8/24, 40, 29, 18, 14, 1, 14
2021/8/25, 43, 27, 15, 13, 1, 13
2021/8/26, 44, 43, 20, 18, 1, 15
2021/8/27, 62, 59, 4, 32, 1, 17
2021/8/28, 88, 57, 17, 30, 2, 18
2021/8/29, 82, 32, 43, 14, 2, 14
2021/8/30, 45, 44, 10, 22, 1, 16
2021/8/31, 66, 54, 17, 26, 1, 15
2021/9/1, 85, 67, 35, 29, 1, 14
2021/9/2, 103, 62, 26, 28, 1, 8
2021/9/3, 95, 48, 6, 22, 1, 7
2021/9/4, 79, 37, 26, 13, 1, 5
2021/9/5, 58, 34, 33, 13, 1, 4
2021/9/6, 55, 26, 14, 12, 1, 5
2021/9/7, 29, 19, 18, 11, 1, 3
2021/9/8, 25, 25, 22, 15, 2, 6
2021/9/9, 33, 48, 26, 30, 2, 7
2021/9/10, 66, 59, 35, 30, 2, 8
2021/9/11, 81, 43, 15, 16, 1, 5
2021/9/12, 73, 9, 19, 2, 1, 4
2021/9/13, 15, 12, 16, 10, 1, 4
2021/9/14, 16, 27, 19, 19, 2, 5
2021/9/15, 28, 40, 27, 22, 3, 6
2021/9/16, 57, 40, 35, 20, 2, 6
2021/9/17, 61, 35, 42, 12, 1, 6
2021/9/18, 65, 34, 38, 8, 1, 5
2021/9/19, 66, 28, 27, 6, 1, 5
2021/9/20, 55, 36, 29, 13, 1, 5
2021/9/21, 48, 45, 25, 15, 1, 5
2021/9/22, 57, 36, 22, 12, 1, 3
2021/9/23, 50, 46, 36, 21, 1, 5
2021/9/24, 55, 41, 42, 19, 1, 3
2021/9/25, 45, 39, 33, 10, 1, 5
2021/9/26, 59, 32, 44, 10, 1, 4
2021/9/27, 54, 41, 36, 16, 1, 5
2021/9/28, 51, 41, 35, 16, 1, 4
2021/9/29, 40, 41, 20, 19, 1, 5
2021/9/30, 32, 27, 31, 12, 1, 4
2021/10/1, 26, 37, 32, 14, 1, 5
2021/4/2, 90, 61, 68, 13, , 6
2021/4/3, 91, 51, 64, 11, , 6
2021/4/4, 80, 49, 28, 11, , 5
2021/4/5, 69, 55, 28, 16, , 6
2021/4/6, 77, 54, 35, 16, , 6
2021/4/7, 67, 49, 36, 13, , 5
2021/4/8, 55, 44, 26, 11, , 5
2021/4/9, 50, 46, 30, 13, , 4
2021/4/10, 47, 38, 28, 8, , 5
2021/4/11, 44, 34, 47, 11, , 5
2021/4/12, 42, 48, 37, 22, , 6
2021/4/13, 48, 55, 41, 23, , 3
2021/4/14, 53, 61, 56, 21, , 4
2021/4/15, 62, 63, 56, 23, , 4
2021/4/16, 71, 60, 45, 22, , 4
2021/4/17, 72, 57, 39, 17, , 4
2021/4/18, 73, 56, 60, 14, , 6
2021/4/19, 82, 60, 27, 22, , 5
2021/4/20, 84, 59, 19, 16, , 4
2021/4/21, 80, 39, 16, 9, , 3
2021/4/22, 49, 37, 20, 18, , 4
2021/4/23, 38, 44, 2, 19, , 5
2021/4/24, 61, 47, 30, 20, , 6
2021/4/25, 69, 49, 64, 15, , 6
2021/4/26, 75, 54, 34, 29, , 6
2021/4/27, 72, 66, 37, 30, , 8
2021/4/28, 88, 88, 28, 34, , 29
2021/4/29, 104, 74, 35, 26, , 6
2021/4/30, 92, 71, 11, 27, , 8
2021/5/1, 113, 67, 23, 18, , 8
2021/5/2, 115, 59, 23, 20, , 8
2021/5/3, 96, 56, 19, 20, , 6
2021/5/4, 76, 53, 11, 20, , 6
2021/5/5, 57, 55, 19, 22, , 6
2021/5/6, 61, 63, 18, 37, , 7
2021/5/7, 61, 57, 24, 19, , 4
2021/5/8, 58, 56, 17, 18, , 5
2021/5/9, 74, 59, 39, 18, , 6
2021/5/10, 97, 63, 27, 30, , 7
2021/5/11, 88, 68, 21, 40, , 7
2021/5/12, 78, 73, 23, 39, , 8
2021/5/13, 74, 86, 4, 46, , 12
2021/5/14, 94, 93, 23, 55, , 13
2021/5/15, 122, 97, 21, 49, , 13
2021/5/16, 146, 85, 30, 32, , 11
2021/5/17, 151, 71, 29, 39, , 9
2021/5/18, 107, 71, 9, 29, , 9
2021/5/19, 122, 71, 12, 25, , 8
2021/5/20, 138, 55, 12, 20, , 7
2021/5/21, 81, 27, 14, 9, , 5
2021/5/22, 46, 29, 17, 17, , 7
2021/5/23, 49, 37, 24, 21, , 8
2021/5/24, 67, 51, 13, 38, , 10
2021/5/25, 78, 66, 10, 44, , 11
2021/5/26, 95, 66, 9, 41, , 11
2021/5/27, 88, 74, 15, 38, , 11
2021/5/28, 83, 65, 13, 36, , 11
2021/5/29, 96, 68, 8, 29, , 12
2021/5/30, 114, 65, 33, 25, , 12
2021/5/31, 124, 56, 18, 31, , 10
2021/6/1, 90, 62, 2, 40, , 12
2021/6/2, 84, 62, 14, 35, , 12
2021/6/3, 82, 57, 16, 28, , 11
2021/6/4, 72, 57, 5, 27, , 11
2021/6/5, 75, 58, 17, 21, , 11
2021/6/6, 92, 55, 25, 20, , 11
2021/6/7, 95, 63, 13, 34, , 13
2021/6/8, 91, 60, 16, 32, , 9
2021/6/9, 77, 55, 34, 29, , 1
2021/6/10, 70, 61, , 33, , 2
2021/6/11, 82, 63, 2, 37, , 4
2021/6/12, 78, 54, 7, 30, , 3
2021/6/13, 68, 53, 18, 28, , 3
2021/6/14, 87, 62, 3, 40, , 4
2021/6/15, 97, 64, 2, 29, , 4
2021/6/16, 103, 54, 2, 24, , 1
2021/6/17, 84, 59, 1, 33, , 3
2021/6/18, 93, 64, 12, 30, , 3
2021/6/19, 102, 67, 12, 29, , 4
2021/6/20, 125, 63, 15, 18, , 4
2021/6/21, 126, 55, 18, 21, 59, 3
2021/6/22, 107, 50, 9, 29, 52, 3
2021/6/23, 72, 48, , 24, , 3
2021/6/24, 65, 41, 1, 23, , 5
2021/6/25, 58, 38, 8, 22, , 4
2021/6/26, 58, 24, 8, 11, , 1
2021/6/27, 51, 28, 13, 16, , 2
2021/6/28, 53, 21, 13, 17, , 1
2021/6/29, 27, 34, 7, 27, , 4
2021/6/30, 28, 69, , 46, , 9
2021/7/1, 75, 72, , 42, , 9
2021/1/5, 45, 46, 34, 10, , 18
2021/1/6, 46, 50, 42, 10, , 
2021/1/7, 52, 52, 49, 10, , 
2021/1/8, 54, 50, 35, 10, , 
2021/1/9, 49, 45, 41, 7, , 
2021/1/10, 48, 35, 34, 4, , 
2021/1/11, 36, 34, 33, 8, , 
2021/1/12, 24, 45, 48, 11, , 
2021/1/13, 39, 49, 27, 12, , 20
2021/1/14, 43, 52, 47, 13, , 2
2021/1/15, 48, 54, 48, 12, , 2
2021/1/16, 54, 46, 43, 7, , 2
2021/1/17, 44, 35, 49, 5, , 1
2021/1/18, 37, 50, 58, 12, , 3
2021/1/19, 51, 57, 59, 15, , 3
2021/1/20, 62, 62, 68, 14, , 4
2021/1/21, 68, 62, 59, 13, , 3
2021/1/22, 81, 61, 60, 14, , 4
2021/1/23, 75, 54, 51, 9, , 4
2021/1/24, 66, 46, 41, 5, , 4
2021/1/25, 57, 50, 43, 10, , 4
2021/1/26, 59, 51, 38, 10, , 4
2021/1/27, 57, 59, 45, 13, , 4
2021/1/28, 60, 55, 41, 12, , 4
2021/1/29, 61, 48, 11, 15, , 5
2021/1/30, 49, 26, 12, 7, , 4
2021/1/31, 33, 15, 22, 3, , 4
2021/2/1, 23, 22, 24, 8, , 3
2021/2/2, 31, 34, 35, 10, , 5
2021/2/3, 46, 34, 47, 15, , 4
2021/2/4, 48, 43, 64, 17, , 5
2021/2/5, 48, 52, 43, 17, , 6
2021/2/6, 67, 51, 32, 12, , 6
2021/2/7, 72, 46, 42, 8, , 6
2021/2/8, 70, 40, 36, 11, , 5
2021/2/9, 58, 44, 46, 14, , 6
2021/2/10, 53, 48, 52, 16, , 7
2021/2/11, 55, 49, 24, 12, , 7
2021/2/12, 64, 55, 42, 13, , 6
2021/2/13, 75, 49, 35, 9, , 7
2021/2/14, 69, 37, 39, 8, , 6
2021/2/15, 57, 40, 30, 12, , 7
2021/2/16, 56, 45, 17, 13, , 6
2021/2/17, 65, 49, 35, 11, , 7
2021/2/18, 63, 46, 34, 13, , 6
2021/2/19, 53, 46, 41, 13, , 8
2021/2/20, 44, 43, 48, 11, , 6
2021/2/21, 41, 39, 46, 8, , 4
2021/2/22, 43, 41, 39, 13, , 4
2021/2/23, 46, 47, 61, 15, , 3
2021/2/24, 45, 56, 55, 16, , 4
2021/2/25, 54, 60, 60, 17, , 4
2021/2/26, 61, 57, 68, 15, , 5
2021/2/27, 62, 54, 86, 13, , 5
2021/2/28, 66, 45, 62, 8, , 5
2021/3/1, 58, 46, 30, 18, , 4
2021/3/2, 47, 57, 54, 20, , 7
2021/3/3, 62, 55, 57, 17, , 5
2021/3/4, 64, 58, 77, 16, , 6
2021/3/5, 59, 57, 38, 17, , 6
2021/3/6, 63, 50, 53, 12, , 6
2021/3/7, 57, 44, 54, 8, , 6
2021/3/8, 55, 51, 58, 14, , 6
2021/3/9, 52, 55, 44, 18, , 6
2021/3/10, 52, 58, 39, 19, , 7
2021/3/11, 61, 60, 38, 19, , 7
2021/3/12, 61, 56, 46, 17, , 7
2021/3/13, 59, 52, 51, 12, , 7
2021/3/14, 56, 45, 46, 8, , 6
2021/3/15, 54, 37, 14, 10, , 7
2021/3/16, 55, 33, 25, 10, , 5
2021/3/17, 50, 80, 208, 16, , 8
2021/3/18, 39, 61, 9, 14, , 8
2021/3/19, 27, 50, 16, 9, , 8
2021/3/20, 20, 36, 33, 7, , 7
2021/3/21, 18, 30, 32, 6, , 7
2021/3/22, 17, 40, 30, 14, , 8
2021/3/23, 13, 54, 45, 17, , 9
2021/3/24, 14, 59, 40, 14, , 8
2021/3/25, 35, 54, 27, 13, , 3
2021/3/26, 62, 51, 28, 16, , 4
2021/3/27, 57, 44, 53, 9, , 3
2021/3/28, 50, 38, 56, 7, , 4
2021/3/29, 48, 54, 29, 20, , 5
2021/3/30, 66, 66, 37, 22, , 6
2021/3/31, 79, 66, 48, 21, , 5
2021/4/1, 80, 67, 39, 22, , 6
2020/10/2, 51, 43, 30, 15, , 2
2020/10/3, 50, 35, 33, 10, , 2
2020/10/4, 43, 28, 34, 10, , 2
2020/10/5, 31, 42, 37, 16, , 3
2020/10/6, 43, 49, 34, 17, , 3
2020/10/7, 56, 52, 41, 17, , 3
2020/10/8, 60, 50, 41, 17, , 2
2020/10/9, 54, 53, 50, 19, , 3
2020/10/10, 57, 53, 65, 13, , 2
2020/10/11, 59, 43, 55, 10, , 2
2020/10/12, 49, 35, 64, 10, , 2
2020/10/13, 40, 51, 39, 17, , 3
2020/10/14, 54, 59, 41, 19, , 2
2020/10/15, 76, 60, 70, 19, , 2
2020/10/16, 75, 59, 38, 21, , 3
2020/10/17, 72, 52, 54, 14, , 2
2020/10/18, 65, 38, 42, 9, , 1
2020/10/19, 47, 45, 38, 13, , 2
2020/10/20, 51, 48, 111, 13, , 1
2020/10/21, 40, 51, 38, 15, , 2
2020/10/22, 44, 59, 50, 16, , 2
2020/10/23, 57, 60, 56, 17, , 2
2020/10/24, 63, 55, 43, 11, , 1
2020/10/25, 60, 36, 30, 7, , 
2020/10/26, 36, 42, 42, 13, , 1
2020/10/27, 38, 51, 8, 18, , 1
2020/10/28, 41, 48, 34, 14, , 1
2020/10/29, 45, 47, 44, 14, , 
2020/10/30, 43, 48, 46, 15, , 1
2020/10/31, 45, 50, 61, 12, , 1
2020/11/1, 56, 47, 49, 10, , 1
2020/11/2, 60, 49, 42, 17, , 2
2020/11/3, 55, 53, 62, 18, , 1
